Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
A Game For Good Christians,5.505,5.93,32,,2013.0,1.0,4.0,7.0,20.0,1.0,18.0,,
SYNDICATE: An Interplanetary Conquest Board Game,5.505,6.66,76,,2021.0,2.17,1.0,5.0,90.0,120.0,14.0,,
Vintage Racers,5.505,5.85,55,,2019.0,1.17,2.0,4.0,15.0,15.0,12.0,,
Quartex,5.505,5.87,94,,2012.0,1.0,2.0,5.0,30.0,30.0,8.0,Abstract,
Coal Country,5.505,5.72,44,,2017.0,3.0,2.0,4.0,45.0,90.0,14.0,,
Treasure Island,5.505,5.92,65,,2003.0,1.73,2.0,6.0,90.0,90.0,8.0,,
Jack Bananas,5.505,5.91,30,,2012.0,3.33,2.0,6.0,45.0,45.0,9.0,,
Valley of the Pharaohs,5.505,5.71,139,,2006.0,1.53,3.0,6.0,60.0,60.0,8.0,,
Black Stories 8,5.505,5.72,50,,2012.0,0.0,2.0,15.0,20.0,20.0,12.0,,
Graverobbers,5.505,5.67,83,,2006.0,1.54,3.0,6.0,30.0,30.0,10.0,,
Poltava's Dread Day: The Great Northern War 1700-1722 AD,5.505,5.87,33,,2012.0,2.0,2.0,2.0,120.0,120.0,,Wargames,
"Khan: The Rise of the Mongol Empire, A.D. 1206-1295",5.505,5.88,57,,2005.0,2.58,2.0,2.0,360.0,360.0,12.0,Wargames,
Monopoly: Stock Exchange,5.505,5.64,194,,2001.0,2.28,2.0,6.0,120.0,120.0,8.0,Family,
Travspelet med V65,5.505,5.81,83,,1982.0,2.0,2.0,6.0,120.0,120.0,10.0,,
Revenge of the B-Movie,5.505,5.83,40,,2008.0,1.0,3.0,6.0,30.0,30.0,,,
Battle for Olympus,5.505,5.88,41,,2009.0,2.22,2.0,2.0,20.0,20.0,8.0,Abstract,
Star Plus,5.505,6.26,48,,2017.0,1.33,2.0,6.0,20.0,20.0,7.0,,
Moscou 1941: Aux Portes du Kremlin,5.505,5.93,33,,1995.0,2.29,2.0,2.0,,,12.0,Wargames,
Sushi Draft,5.505,5.62,255,,2012.0,1.42,3.0,5.0,15.0,15.0,8.0,Family,
Keep Running!,5.505,5.79,35,,2014.0,1.33,3.0,8.0,20.0,20.0,8.0,,
Black Stories Junior: Rainbow Stories,5.505,6.1,31,,2019.0,0.0,2.0,99.0,2.0,222.0,8.0,,
Gatenkaas,5.505,5.76,62,,2014.0,1.33,2.0,4.0,20.0,20.0,6.0,,
Batman: Gotham City Mystery,5.505,5.74,76,,2003.0,1.0,2.0,5.0,45.0,45.0,8.0,,
What the Cup!?,5.505,5.84,43,22.99,2023.0,1.0,3.0,6.0,10.0,20.0,12.0,,
Rival Kings,5.505,5.77,84,,2016.0,2.0,2.0,4.0,20.0,30.0,8.0,Family,
Take It!,5.505,5.72,41,,2007.0,1.11,2.0,5.0,15.0,15.0,8.0,Family,
Black Monday,5.505,5.7,134,,1988.0,2.06,2.0,6.0,45.0,45.0,10.0,,
Lifestyle,5.505,5.65,70,,2018.0,1.0,2.0,5.0,45.0,45.0,10.0,,
Startropolis,5.505,6.01,81,,2019.0,2.0,2.0,4.0,30.0,60.0,8.0,,
Fuchs du hast das Huhn gestohlen,5.505,5.86,34,,2017.0,1.0,2.0,4.0,15.0,25.0,5.0,,
4 CYTE (Foresight),5.505,5.86,34,,1962.0,2.4,1.0,2.0,30.0,30.0,10.0,,
DuCo,5.505,5.68,120,,2013.0,1.63,1.0,5.0,20.0,20.0,7.0,Family,
Magical Unicorn Quest,5.505,7.34,32,,2019.0,2.17,2.0,6.0,15.0,40.0,8.0,,
Jorden runt på 80 dagar,5.505,5.66,60,,1986.0,1.75,2.0,5.0,60.0,60.0,9.0,,
Clue Mysteries,5.505,5.62,380,,2005.0,1.5,2.0,6.0,60.0,60.0,8.0,Family,
Shakespeare: The Bard Game,5.505,5.7,180,,2004.0,1.79,2.0,5.0,60.0,60.0,12.0,,
Űrcsempészek,5.505,6.21,31,,2016.0,2.5,2.0,6.0,10.0,15.0,7.0,,
Threepia,5.505,6.18,30,,2021.0,1.0,1.0,6.0,15.0,60.0,6.0,,
Brain Fart,5.505,6.16,31,,2018.0,0.0,3.0,99.0,,,14.0,,
City,5.505,5.58,121,,1988.0,1.63,2.0,6.0,30.0,30.0,8.0,,
Bzura 1939,5.505,5.84,64,,1992.0,3.14,2.0,2.0,,,,Wargames,
Ligretto Junior,5.505,5.98,30,,2006.0,1.0,2.0,5.0,10.0,10.0,6.0,,
Napoleon,5.505,5.94,32,,1975.0,1.67,2.0,2.0,30.0,30.0,12.0,Abstract,Wargames
Zenix,5.505,5.68,77,,2000.0,1.73,2.0,3.0,20.0,20.0,6.0,Abstract,
Let Them Eat Cake,5.505,5.62,153,,2016.0,2.0,3.0,6.0,45.0,60.0,12.0,,
Lupusburg,5.505,5.49,192,,2008.0,1.69,4.0,8.0,20.0,40.0,8.0,,
Schwarzarbeit,5.505,5.62,83,,2003.0,1.6,3.0,5.0,45.0,45.0,12.0,,
Zebra-Schwein,5.505,5.8,32,,2012.0,1.0,3.0,6.0,20.0,20.0,6.0,,
Zaubercocktail,5.505,5.61,152,,2001.0,1.59,4.0,7.0,30.0,30.0,8.0,,
Playoff One-On-One Hockey Challenge,5.505,5.89,35,,1995.0,2.2,2.0,2.0,45.0,45.0,,Customizable,
Superpowers at War,5.505,5.96,36,,1985.0,2.8,2.0,2.0,120.0,120.0,12.0,Wargames,
A Dash of Peiper,5.505,5.87,38,,2010.0,1.53,1.0,2.0,30.0,30.0,10.0,Wargames,
Top It,5.505,5.68,60,,1997.0,1.67,2.0,4.0,20.0,20.0,10.0,Abstract,
Cranium: The Family Fun Game,5.505,5.6,354,,2005.0,1.42,4.0,99.0,45.0,45.0,8.0,Family,
Sakura Hunt,5.505,5.74,59,,2017.0,1.0,2.0,4.0,30.0,45.0,9.0,,
BrainBox: Animals,5.505,5.87,41,,2008.0,1.67,1.0,99.0,10.0,10.0,8.0,Children's,
"Wahoo! The Battle of Washington July 8, 1863",5.505,5.9,42,,1991.0,2.8,2.0,2.0,180.0,180.0,12.0,Wargames,
Mad Arena,5.505,5.8,42,,2009.0,1.0,2.0,7.0,30.0,30.0,10.0,,
The Pretender,5.505,5.92,44,,2018.0,1.0,4.0,6.0,10.0,60.0,12.0,,
Godzilla Card Game,5.505,6.27,59,,2019.0,1.75,2.0,4.0,30.0,30.0,6.0,,
The Fire Next Time,5.505,6.26,32,,1998.0,3.0,2.0,2.0,90.0,90.0,12.0,Wargames,
Mare Polare,5.505,5.75,41,,2004.0,1.57,2.0,4.0,30.0,30.0,4.0,Children's,
Der Palast von Eschnapur,5.505,5.62,161,,2009.0,2.21,2.0,4.0,60.0,60.0,10.0,Strategy,
Pickpockets,5.505,5.75,58,,2016.0,1.0,3.0,4.0,15.0,30.0,8.0,,
Bin'Fa: The Tao of War,5.505,5.86,61,,2015.0,1.5,2.0,6.0,20.0,20.0,12.0,,
Situação Limite,5.505,6.07,33,,2000.0,1.0,2.0,12.0,60.0,60.0,14.0,,
The Challenge,5.505,5.82,70,,1990.0,1.43,2.0,6.0,60.0,60.0,12.0,,
Solar Trader,5.505,6.08,54,,1990.0,1.5,2.0,6.0,100.0,100.0,12.0,,
Scuba,5.505,5.58,122,,2016.0,1.6,2.0,4.0,30.0,60.0,8.0,,
Sirenen in Sicht,5.505,5.8,41,,2015.0,1.5,2.0,2.0,30.0,30.0,8.0,,
Travel Sequence,5.505,5.68,118,,1994.0,1.44,2.0,4.0,20.0,20.0,7.0,Abstract,
Poc!,5.505,5.88,47,,2018.0,1.0,2.0,4.0,10.0,15.0,8.0,,
Age of Heroes,5.505,5.84,35,,2003.0,2.29,2.0,6.0,45.0,45.0,6.0,,
Demyansk Pocket,5.505,6.05,32,,1991.0,2.0,2.0,2.0,,,12.0,Wargames,
Razzle,5.505,5.62,158,,1981.0,1.32,2.0,2.0,10.0,10.0,8.0,,
City,5.505,5.92,39,,2014.0,2.67,2.0,5.0,60.0,60.0,12.0,Strategy,
Duelo: Kung-fu,5.505,5.86,30,,2016.0,1.25,2.0,4.0,5.0,15.0,8.0,,
L'Agent Jean!: Le Jeu,5.505,5.94,32,,2019.0,1.0,2.0,5.0,15.0,30.0,7.0,,
El Duelo de las Águilas,5.505,5.89,35,,1984.0,2.67,2.0,4.0,,,13.0,Wargames,
Trivial Pursuit: Doctor Who,5.505,5.53,80,,2013.0,1.0,2.0,6.0,,,12.0,,
Yamy,5.505,5.81,35,,2010.0,1.0,2.0,5.0,30.0,30.0,7.0,,
Bunker Hill,5.505,5.85,81,,1995.0,3.0,2.0,2.0,120.0,120.0,12.0,Wargames,
Silent But Deadly Night,5.505,5.61,84,,2008.0,1.5,2.0,6.0,30.0,30.0,,,
Wide World,5.505,5.68,92,,1956.0,1.25,2.0,6.0,45.0,45.0,8.0,,
Fishing for Words,5.505,5.71,47,,2017.0,1.25,2.0,4.0,10.0,20.0,8.0,,
Evade,5.505,5.7,73,,1971.0,1.45,2.0,2.0,10.0,10.0,12.0,Abstract,
Mobbing: Reine Chefsache,5.505,5.67,51,,2010.0,1.25,3.0,6.0,30.0,30.0,12.0,,
Flitting Bad Wolf,5.505,5.95,30,,2016.0,1.0,2.0,2.0,15.0,25.0,6.0,,
Civitas Nihilium,5.505,8.16,34,,2020.0,2.75,1.0,1.0,30.0,30.0,14.0,,
TOKYO COIN LAUNDRY,5.505,5.71,34,,2019.0,2.0,1.0,6.0,5.0,60.0,14.0,,
WarQuest,5.505,6.19,85,120.65,2016.0,2.67,2.0,4.0,60.0,120.0,14.0,Strategy,Wargames
Monza: Das Kartenspiel,5.505,5.85,36,,2011.0,1.0,2.0,6.0,15.0,15.0,4.0,,
Boarding Party,5.505,5.89,64,,1982.0,1.67,1.0,2.0,60.0,60.0,12.0,Wargames,
Pick a Paint,5.505,5.77,53,,2008.0,1.0,2.0,4.0,10.0,10.0,5.0,,
Zanzibar,5.505,5.59,154,,2007.0,2.18,2.0,5.0,45.0,45.0,10.0,,
Wolfsspuren,5.505,5.79,31,,2003.0,2.4,3.0,6.0,90.0,90.0,12.0,,
Air King,5.505,5.62,166,,2012.0,1.35,2.0,4.0,30.0,30.0,8.0,Family,
Monopoly: Super Mario Bros,5.505,5.67,35,,2016.0,0.0,2.0,6.0,,,8.0,,
Wie Waldi,5.505,5.73,32,,2005.0,1.0,2.0,4.0,20.0,20.0,7.0,,
Not Parent Approved,5.505,5.92,37,,2015.0,1.0,4.0,10.0,6.0,60.0,8.0,,
Civil War,5.505,5.83,66,,1961.0,1.76,2.0,2.0,90.0,180.0,10.0,Wargames,
Worldbeater,5.505,5.83,40,,1975.0,1.25,3.0,6.0,240.0,240.0,12.0,,
The Forgotten War: Korea,5.505,5.9,40,,1996.0,2.33,2.0,2.0,240.0,240.0,12.0,Wargames,
Stealth Chess,5.505,5.84,45,,1997.0,1.67,2.0,2.0,30.0,30.0,10.0,Abstract,
Polarity,5.505,5.63,51,,2006.0,1.33,2.0,2.0,30.0,30.0,,Abstract,
Admirals,5.505,5.59,208,,1972.0,1.7,2.0,2.0,30.0,30.0,7.0,,
The Abandons,5.505,5.87,127,,2019.0,1.4,1.0,1.0,5.0,15.0,14.0,,
Scriba,5.505,5.69,58,,2011.0,1.25,2.0,4.0,90.0,90.0,10.0,,
Fate of the Norns: Gulveig,5.505,6.59,37,,2014.0,1.67,2.0,4.0,30.0,30.0,6.0,,
"Clash of Sovereigns: The War of the Austrian Succession, 1740-48",5.505,5.98,65,60.04,2023.0,4.0,2.0,4.0,180.0,720.0,12.0,Wargames,
MBL Pocket Pro Tour,5.505,5.73,55,,2017.0,1.2,2.0,4.0,,,,,
Buffy the Vampire Slayer CCG,5.505,5.59,135,,2001.0,2.0,2.0,10.0,20.0,20.0,10.0,Customizable,
Stadium Checkers,5.505,5.55,161,,1952.0,1.33,2.0,4.0,30.0,30.0,6.0,Abstract,
Cards Against Disney,5.505,5.82,74,,2018.0,1.0,4.0,20.0,30.0,60.0,17.0,,
What the Fake?!,5.505,5.73,72,,2014.0,1.0,3.0,8.0,,,10.0,Party,
Pai Gow,5.505,5.7,47,,,1.8,2.0,8.0,10.0,10.0,,,
Activity My First,5.505,5.57,32,,1998.0,1.0,3.0,16.0,20.0,60.0,4.0,Children's,
Word Wheel,5.505,5.85,32,,1974.0,1.0,2.0,10.0,,,10.0,,
Spellbinder,5.505,5.98,35,,1980.0,2.33,2.0,4.0,90.0,90.0,10.0,Wargames,
Burp,5.505,5.57,113,,1995.0,1.6,2.0,4.0,60.0,60.0,10.0,,
Chinese Civil War: 1946-1949,5.505,5.89,50,,1979.0,2.86,1.0,2.0,240.0,360.0,12.0,Wargames,
Flick Fleck,5.505,6.48,66,,2018.0,1.0,1.0,4.0,10.0,10.0,4.0,,
Bon Appetit!,5.505,5.68,85,,2019.0,1.0,2.0,4.0,20.0,20.0,8.0,,
Kerrunch,5.505,5.63,42,,1991.0,2.0,2.0,2.0,90.0,90.0,8.0,Wargames,
Akua,5.505,5.91,55,,2016.0,2.0,2.0,4.0,30.0,40.0,,,
Strajk! Skok do wolności,5.505,5.69,44,,2013.0,2.2,2.0,5.0,45.0,45.0,12.0,,
Horrific,5.505,5.91,37,,2004.0,3.13,2.0,2.0,,,10.0,,
Transsib,5.505,5.64,37,,1996.0,2.33,3.0,5.0,90.0,90.0,,Abstract,
Fish & Ships,5.504,5.79,30,,2017.0,1.5,2.0,4.0,10.0,10.0,7.0,,
Wulong,5.504,5.65,85,,2017.0,1.0,2.0,5.0,30.0,60.0,10.0,,
The Walking Pet,5.504,5.61,106,,2017.0,1.0,2.0,5.0,10.0,15.0,8.0,,
Formuła 1,5.504,5.7,63,,2007.0,1.33,2.0,6.0,60.0,60.0,,,
Royalists & Roundheads II,5.504,5.65,57,,1992.0,2.0,1.0,2.0,120.0,120.0,12.0,Wargames,
Elector Counts,5.504,5.77,44,,2022.0,1.75,2.0,4.0,20.0,40.0,13.0,,
Carteros,5.504,6.17,36,,2020.0,2.0,2.0,4.0,30.0,60.0,8.0,,
Baby Blues,5.504,5.83,53,,2016.0,1.0,3.0,5.0,30.0,30.0,8.0,,
Paradise Fallen: The Card Game,5.504,5.68,155,23.3,2013.0,1.73,2.0,4.0,30.0,30.0,8.0,,
Little Secret,5.504,5.77,41,,2022.0,1.0,3.0,9.0,15.0,15.0,10.0,,
La Segunda Guerra Mundial,5.504,5.73,91,,1982.0,1.6,2.0,4.0,90.0,90.0,,Wargames,
"The Sedan Campaign, 1870",5.504,5.86,58,,2004.0,2.38,1.0,2.0,240.0,240.0,,Wargames,
Million Dollar Password,5.504,5.85,71,,2008.0,1.0,3.0,4.0,,,12.0,,
Manhunt,5.504,5.87,52,,1972.0,1.33,2.0,4.0,90.0,90.0,8.0,,
Click Click Boom,5.504,6.0,35,,2017.0,1.0,3.0,6.0,15.0,30.0,8.0,,
Creature College,5.504,5.91,52,,2016.0,2.14,2.0,6.0,45.0,45.0,8.0,,
Monogamy,5.504,5.76,65,24.44,2001.0,1.13,2.0,2.0,60.0,60.0,18.0,,
Space Opera,5.504,6.19,71,,2017.0,2.33,2.0,4.0,30.0,90.0,14.0,,
Jenga Quake,5.504,5.73,88,,2013.0,1.0,1.0,99.0,10.0,10.0,6.0,,
Shopping List,5.504,5.6,148,,1995.0,1.0,2.0,4.0,15.0,15.0,3.0,Children's,
Danger! Danger! Dinosaur,5.504,6.39,32,,2016.0,1.25,2.0,6.0,20.0,60.0,8.0,,
Cloak & Dagger,5.504,5.9,30,,1988.0,1.5,2.0,6.0,45.0,45.0,,,
Blind Spot,5.504,5.98,30,,2019.0,1.6,1.0,4.0,20.0,20.0,14.0,,
Hi Fisch!,5.504,5.92,33,,2016.0,1.0,2.0,4.0,10.0,10.0,6.0,,
Round the World,5.504,5.7,61,,2018.0,1.0,2.0,4.0,15.0,15.0,8.0,,
"The South Seas Campaign, 1942-43",5.504,5.81,34,,2011.0,2.75,1.0,2.0,240.0,240.0,12.0,Wargames,
Plutôt mort que Perse !,5.504,5.97,36,,2003.0,2.45,2.0,2.0,120.0,120.0,12.0,Wargames,
7Seas,5.504,5.99,42,,2022.0,2.0,2.0,4.0,30.0,30.0,7.0,,
Soundiculous,5.504,5.82,42,,2018.0,1.0,3.0,10.0,10.0,60.0,8.0,,
Blood Royals,5.504,5.82,41,,2017.0,1.0,2.0,2.0,30.0,30.0,12.0,,
Astronauts: The Ultimate Space Game,5.504,5.75,73,,2011.0,1.17,2.0,5.0,45.0,45.0,9.0,,
Shokoba,5.504,5.71,127,,2007.0,1.17,2.0,4.0,20.0,20.0,8.0,,
Distraction,5.504,5.83,50,,2012.0,1.2,2.0,6.0,10.0,10.0,8.0,,
Bureaunauts,5.504,7.01,40,,2017.0,2.0,2.0,6.0,45.0,60.0,14.0,Family,
Syllabus,5.504,5.67,49,,2005.0,1.0,2.0,6.0,15.0,15.0,12.0,,
Monopoly: Star Wars 40th Anniversary Special Edition,5.504,6.0,31,,2017.0,1.0,2.0,6.0,30.0,120.0,8.0,,
Ogre Cheerleaders,5.504,5.8,33,,2018.0,1.0,2.0,2.0,5.0,10.0,8.0,,
Aruba: Battle Race,5.504,5.75,53,,2014.0,1.33,3.0,6.0,60.0,60.0,12.0,,
Huuue!,5.504,5.71,65,,2008.0,1.29,2.0,7.0,20.0,20.0,8.0,,
Solferino: 24 Juin 1859,5.504,5.89,33,,1978.0,2.6,2.0,2.0,,,12.0,Wargames,
Black Stories Junior: Red Stories,5.504,5.99,45,,2018.0,1.0,2.0,2.0,2.0,222.0,8.0,,
Bommerz over da Sulphur River,5.504,5.71,112,,1998.0,2.23,1.0,2.0,30.0,30.0,8.0,Wargames,
Hot Dog,5.504,5.62,105,,1996.0,1.25,2.0,5.0,45.0,45.0,10.0,,
Asterix & Obelix: Mission Zaubertrank!,5.504,5.77,55,,2017.0,1.25,2.0,4.0,20.0,40.0,10.0,,
They Live: Assault on Cable 54,5.504,6.28,39,,2022.0,3.67,1.0,6.0,120.0,200.0,13.0,,
Grav-Ball,5.504,5.97,50,,1982.0,1.5,2.0,4.0,90.0,90.0,12.0,,
¿Pasáran? The Spanish Civil War,5.504,5.82,64,,2004.0,2.46,1.0,2.0,180.0,180.0,12.0,Wargames,
Desolated: Duel,5.504,5.46,52,,2022.0,2.25,1.0,2.0,30.0,45.0,12.0,,
Atari's Missile Command,5.504,5.77,72,25.98,2018.0,2.0,3.0,6.0,30.0,45.0,14.0,,
Pirates' Gold,5.504,5.68,77,,1990.0,1.0,2.0,4.0,20.0,20.0,6.0,Children's,
Cluedo: Chocolate Edition,5.504,5.82,93,,2007.0,1.4,3.0,4.0,8.0,8.0,8.0,,
Kurz vor Knapp,5.504,5.86,33,,2020.0,1.33,2.0,4.0,30.0,30.0,8.0,,
Rollout: The Game of the Risk-Takers,5.504,5.56,81,,1987.0,2.13,2.0,6.0,120.0,120.0,10.0,Strategy,
The Road to Vicksburg: The Battle of Champion Hill,5.504,5.74,65,,1985.0,2.36,2.0,2.0,60.0,60.0,12.0,Wargames,
Yaniv,5.504,5.64,107,,,1.33,2.0,10.0,20.0,20.0,8.0,,
Pajaggle Boards,5.504,5.77,34,,2009.0,1.4,1.0,4.0,7.0,7.0,3.0,Abstract,
Speedy Recall,5.504,5.8,32,,2012.0,1.0,2.0,6.0,5.0,5.0,6.0,,
Machiavelli,5.504,5.61,117,,1940.0,1.63,2.0,6.0,20.0,20.0,6.0,,
Halli Galli Extreme,5.504,5.75,394,,2005.0,1.2,2.0,6.0,20.0,20.0,6.0,Party,
Gangster,5.504,5.7,76,,1985.0,1.75,2.0,6.0,60.0,120.0,11.0,,
Rainbow 35,5.504,5.74,64,,2016.0,1.0,2.0,5.0,10.0,20.0,8.0,,
Exploration,5.504,6.0,85,,2020.0,3.45,1.0,5.0,30.0,150.0,14.0,,
AtmosFear: Khufu – The Mummy,5.504,5.89,134,,2006.0,1.4,3.0,6.0,45.0,45.0,,,
Scary Tales: Prince Charming vs. Hansel,5.504,5.83,58,,2010.0,1.55,2.0,2.0,20.0,20.0,13.0,Thematic,
ROX,5.504,5.62,117,,2014.0,1.0,2.0,4.0,15.0,15.0,7.0,,
House of Plants,5.504,5.86,34,,2019.0,2.0,2.0,4.0,30.0,60.0,8.0,,
Spice Navigator,5.504,5.67,57,,1999.0,1.25,2.0,5.0,90.0,90.0,8.0,,
Kosmiczna misja,5.504,5.72,37,,2013.0,1.0,2.0,4.0,20.0,20.0,6.0,,
Monopoly: Pokémon Johto Edition,5.504,5.93,47,,2016.0,1.0,2.0,6.0,60.0,180.0,8.0,,
Fish! Fish!! Fish!,5.504,5.65,54,,2009.0,1.6,2.0,5.0,45.0,45.0,8.0,,
Einhorn Glitzerglück: Funkel-Bingo,5.504,5.71,55,,2018.0,1.33,2.0,4.0,10.0,10.0,3.0,,
Mood X,5.504,5.69,84,,2014.0,1.25,4.0,8.0,20.0,20.0,8.0,,
The Drive on Metz,5.504,6.04,39,,1980.0,2.25,2.0,2.0,60.0,60.0,10.0,Wargames,
Gift Party,5.504,5.7,44,,2018.0,1.0,2.0,5.0,10.0,10.0,5.0,,
Solaris,5.504,5.64,105,39.99,2017.0,3.08,3.0,5.0,60.0,60.0,12.0,,
Caves of Rwenzori,5.504,7.15,47,,2021.0,2.5,1.0,5.0,45.0,60.0,8.0,,
The Gang,5.504,5.76,31,,2011.0,1.5,2.0,5.0,15.0,30.0,8.0,,
50 Clues: Escape the Blast Zone,5.504,5.75,32,,2022.0,1.5,1.0,5.0,20.0,20.0,16.0,,
La vallée de la mort,5.504,5.74,71,,2006.0,3.0,2.0,2.0,240.0,240.0,12.0,Wargames,
RPGQuest: The Knights Templar,5.504,8.32,41,,2005.0,1.71,4.0,12.0,30.0,30.0,12.0,,
Gem Dealer,5.504,5.55,391,,2008.0,1.25,3.0,5.0,30.0,30.0,8.0,Family,
Magic Feathers,5.504,5.84,47,,2016.0,1.0,2.0,5.0,15.0,15.0,4.0,,
Ring-A-Ding-Ding,5.504,5.58,131,,2011.0,1.0,2.0,6.0,10.0,10.0,4.0,,
Cartoona,5.504,5.75,281,,2012.0,1.6,1.0,8.0,30.0,40.0,3.0,Family,
Code Sudoku,5.504,5.76,48,,2005.0,2.71,1.0,4.0,,,7.0,,
Timestreams: Deck 2 – Medieval vs. Modern Day,5.504,5.69,50,,2009.0,2.75,2.0,6.0,30.0,30.0,,,
Zoomaka,5.504,6.78,99,,2018.0,1.6,2.0,5.0,25.0,45.0,14.0,,
Diceland,5.504,5.53,213,,2002.0,1.95,2.0,2.0,30.0,30.0,10.0,Abstract,Strategy
Schoko-Hexe,5.504,5.65,152,,1990.0,1.09,2.0,6.0,20.0,20.0,5.0,,
Shit Happens:  Full of Shit,5.504,5.98,32,,2016.0,0.0,2.0,8.0,20.0,60.0,18.0,,
The Toast of the Town,5.504,5.82,39,,2009.0,1.33,2.0,2.0,30.0,30.0,,Wargames,
Overboard,5.504,5.67,80,,1977.0,1.8,2.0,2.0,15.0,15.0,8.0,Abstract,
Nautic Miles,5.504,6.0,35,,1977.0,1.6,2.0,6.0,60.0,60.0,,Wargames,
Stadt-Land-anders,5.504,5.84,34,,2016.0,1.0,2.0,99.0,15.0,40.0,8.0,,
Faras,5.504,5.63,60,,2014.0,1.57,2.0,5.0,30.0,30.0,6.0,,
Jurassic Wars,5.504,6.08,39,,2009.0,1.33,2.0,5.0,25.0,25.0,8.0,,
Connect the Thoughts,5.504,5.73,35,,2013.0,1.0,2.0,4.0,15.0,15.0,5.0,,
Awesome Kingdom: Mines & Labyrinths,5.504,5.96,38,,2016.0,2.5,2.0,4.0,30.0,45.0,12.0,,
The Vampires,5.504,5.62,47,,2021.0,1.0,2.0,6.0,15.0,15.0,6.0,,
Unstable Unicorns for Kids,5.504,6.07,41,,2021.0,1.0,2.0,6.0,15.0,45.0,6.0,,
Beugró,5.504,5.95,40,,2009.0,1.5,6.0,16.0,60.0,60.0,12.0,,
Clue: Rick and Morty Back In Blackout,5.504,6.04,60,,2017.0,1.0,2.0,6.0,30.0,30.0,17.0,,
Laser Attack,5.504,5.78,76,,1978.0,1.14,2.0,4.0,20.0,20.0,7.0,Children's,
Artifact Stack,5.504,5.85,36,,2017.0,1.25,2.0,4.0,20.0,20.0,10.0,,
Killer Party,5.504,5.76,49,,2010.0,1.0,8.0,50.0,240.0,240.0,14.0,,
Bubble Jungle,5.504,5.56,49,,2017.0,1.0,2.0,4.0,10.0,10.0,5.0,,
Zulu Attack,5.504,6.18,30,,1982.0,2.17,2.0,2.0,90.0,90.0,12.0,Wargames,
Starship Duel I,5.504,6.27,31,,1984.0,1.5,1.0,2.0,30.0,30.0,12.0,Wargames,
Jalan-Jalan,5.504,6.06,30,,2018.0,1.0,3.0,5.0,30.0,45.0,14.0,,
Mint Bid,5.504,5.63,96,,2021.0,1.8,1.0,6.0,15.0,60.0,13.0,,
Swintus 3D,5.504,5.88,34,,2013.0,1.33,2.0,6.0,20.0,20.0,6.0,,
Galaxy Command,5.504,5.7,63,,2015.0,1.6,1.0,4.0,10.0,45.0,10.0,,
Sicily '43: The Beginning of the End,5.504,5.73,63,,1981.0,2.75,2.0,4.0,240.0,240.0,12.0,Wargames,
Granny's House,5.504,5.78,37,,1985.0,1.0,1.0,6.0,30.0,30.0,4.0,Children's,
Top Gun: The Game of Modern Fighter Combat,5.504,5.89,101,,1986.0,1.71,2.0,6.0,60.0,60.0,12.0,Wargames,
Fairy Prank,5.504,5.7,40,,2020.0,1.0,2.0,6.0,15.0,15.0,6.0,,
Qwordie,5.504,5.79,46,,2015.0,1.0,2.0,8.0,30.0,30.0,12.0,Family,
Palm Trees,5.504,6.05,41,,2019.0,1.0,2.0,6.0,20.0,20.0,10.0,,
Arcadia: The Wyld Hunt,5.504,5.7,158,,1996.0,2.14,1.0,5.0,30.0,30.0,10.0,Customizable,
El Zorro del Desierto: Norte de Africa 1941-1942,5.504,5.96,37,,1987.0,3.29,2.0,4.0,180.0,180.0,12.0,Wargames,
Bear Stare Down: The Card Game,5.504,5.57,40,,2021.0,1.33,2.0,4.0,20.0,30.0,7.0,,
DMZ: The Next Korean War,5.504,5.7,45,,2010.0,2.38,1.0,2.0,60.0,120.0,,Wargames,
Kalesia: the card game,5.504,5.74,32,,2012.0,1.0,2.0,5.0,20.0,30.0,8.0,,
Meow! The Cult of Cat,5.504,5.91,30,,2019.0,1.0,3.0,12.0,15.0,20.0,8.0,,
Poo Pocalypse,5.504,5.66,46,,2020.0,1.33,2.0,4.0,15.0,30.0,7.0,,
Cassiopeia,5.504,5.62,76,,2019.0,1.4,2.0,5.0,30.0,45.0,12.0,,
Rorschach,5.504,5.6,135,,2021.0,1.0,4.0,10.0,15.0,30.0,10.0,,
Skunk,5.504,5.73,61,,1953.0,1.0,2.0,8.0,30.0,30.0,6.0,,
Scene It? Music,5.504,5.71,113,37.99,2005.0,1.22,2.0,12.0,30.0,30.0,13.0,,
Kuhno,5.504,5.67,48,,2016.0,1.0,2.0,5.0,15.0,20.0,8.0,,
Bullwinkle and Rocky Role Playing Party Game,5.504,5.67,73,,1988.0,1.0,2.0,10.0,90.0,90.0,12.0,,
Dumb Ways to Die,5.504,6.69,43,15.79,2023.0,2.0,2.0,5.0,10.0,30.0,12.0,,
Funny Fishing,5.504,5.75,62,,2006.0,1.0,2.0,5.0,15.0,15.0,4.0,Children's,
Human Interface: Be a Better Human,5.504,6.35,176,,2018.0,2.71,1.0,5.0,60.0,90.0,14.0,,
Undermine,5.504,5.63,115,,2017.0,1.8,2.0,8.0,20.0,45.0,10.0,,
Wheels vs Doors,5.504,5.74,38,,2022.0,0.0,2.0,20.0,30.0,30.0,8.0,,
