Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Frontier-6,5.506,6.36,38,,1980.0,1.88,2.0,6.0,60.0,60.0,10.0,,
Raid & Trade,5.506,5.82,266,34.99,2015.0,2.58,3.0,5.0,90.0,90.0,12.0,Strategy,
The Malaysian Dream,5.506,6.29,30,,2019.0,1.0,2.0,6.0,20.0,40.0,12.0,,
Omnigon,5.506,5.84,44,,1988.0,1.8,2.0,2.0,10.0,10.0,,Abstract,
Charmed and Dangerous: The Sisters Grimm – Base Set,5.506,6.35,77,,2019.0,1.5,1.0,4.0,15.0,40.0,12.0,,
Knights of the Dinner Table: Orcs at the Gates,5.506,5.7,128,,1998.0,1.54,2.0,5.0,60.0,60.0,10.0,,
Beutelschneider,5.506,5.87,40,,1997.0,1.33,3.0,4.0,30.0,30.0,,,
Moon Base Clavius,5.506,5.96,45,,1982.0,2.17,2.0,2.0,30.0,60.0,12.0,Wargames,
The Dragon's Wrath,5.506,5.93,38,,1995.0,1.67,2.0,2.0,10.0,10.0,10.0,Customizable,
Obsession,5.506,5.79,57,,1977.0,1.0,2.0,2.0,30.0,30.0,10.0,Abstract,
Clumsy Witch,5.506,5.78,44,,2011.0,1.25,2.0,4.0,15.0,15.0,5.0,,
FrankenDie,5.506,5.84,61,,2012.0,1.29,3.0,6.0,15.0,15.0,6.0,,
Fat Fish,5.506,5.71,85,,2018.0,1.0,2.0,6.0,20.0,20.0,8.0,,
Zomax,5.506,5.83,46,,1988.0,1.67,2.0,2.0,60.0,60.0,8.0,Abstract,Wargames
Roll & Wall,5.506,5.76,70,,2018.0,1.6,2.0,5.0,30.0,45.0,7.0,,
Numeracy Legends and The Zerda Fox,5.506,5.95,30,,2017.0,1.0,2.0,4.0,10.0,25.0,5.0,,
Immer oben auf!,5.506,5.91,31,,2004.0,1.0,3.0,5.0,20.0,20.0,5.0,,
Rimini,5.506,6.02,35,,1988.0,1.33,2.0,4.0,20.0,20.0,8.0,,
32 Dice,5.506,5.88,37,,2011.0,2.0,2.0,2.0,30.0,30.0,8.0,Abstract,
Exalted: War for the Throne,5.506,5.74,115,,2007.0,2.93,2.0,5.0,180.0,180.0,12.0,Thematic,Wargames
Aufbruch ins Abenteuer,5.506,5.85,30,,2013.0,1.5,2.0,4.0,15.0,15.0,6.0,,
Foodtown Throwdown,5.506,5.93,30,,2015.0,1.0,2.0,4.0,20.0,20.0,8.0,,
Assault on Narvik,5.506,6.32,34,,2005.0,3.0,2.0,2.0,240.0,240.0,12.0,Wargames,
Junk Yard,5.506,5.95,30,,2002.0,2.5,2.0,6.0,60.0,60.0,9.0,Abstract,
Ghost Hunt,5.506,5.84,47,,2011.0,1.2,1.0,1.0,10.0,10.0,5.0,,
History of War: Pacific Edition,5.506,6.06,33,,2004.0,3.0,2.0,6.0,45.0,45.0,10.0,Wargames,
Die Safeknacker,5.506,5.87,41,,1996.0,1.5,3.0,5.0,20.0,20.0,10.0,,
Tangram Master,5.506,5.68,87,,2001.0,1.86,1.0,4.0,10.0,10.0,8.0,,
Star Trek Trivia Game,5.506,5.78,52,,2000.0,2.0,2.0,4.0,60.0,60.0,12.0,,
Kard és Korona,5.506,6.61,45,,2014.0,1.83,2.0,6.0,120.0,120.0,10.0,Wargames,
Inoka,5.506,5.75,157,,2018.0,1.11,2.0,4.0,5.0,20.0,6.0,,
Mafia,5.506,5.88,42,,1981.0,1.71,3.0,5.0,60.0,120.0,13.0,Strategy,
Tavern's Tales,5.506,5.78,76,,2016.0,2.0,2.0,4.0,30.0,60.0,12.0,,
Grabolo,5.506,5.77,110,,2012.0,1.5,3.0,5.0,20.0,20.0,4.0,,
Ergo,5.506,5.81,70,,1977.0,1.75,2.0,2.0,30.0,30.0,10.0,Abstract,
Wordoku: Fun Spelled Out,5.506,5.94,35,20.96,2016.0,1.5,1.0,6.0,20.0,30.0,12.0,,
Monopoly: Go,5.506,6.26,32,,,2.0,2.0,6.0,180.0,180.0,8.0,,
Fly High,5.506,6.0,46,,2016.0,1.0,2.0,5.0,15.0,30.0,6.0,,
Mise: Kolonizace,5.506,5.91,48,,2016.0,1.57,2.0,4.0,30.0,30.0,8.0,Family,
Spoilers: Popcorn Edition,5.506,5.88,64,,2018.0,1.0,2.0,10.0,15.0,30.0,14.0,,
Infected,5.506,5.69,336,,2017.0,1.83,5.0,6.0,5.0,15.0,13.0,Party,
Discount Salmon,5.506,5.66,186,,2013.0,1.0,2.0,5.0,10.0,10.0,8.0,Family,Party
Windmill: Cozy Stories,5.506,5.92,33,15.0,2020.0,1.0,3.0,5.0,20.0,45.0,6.0,,
Living Well Is the Best Revenge,5.506,6.1,35,,2022.0,0.0,2.0,4.0,15.0,30.0,14.0,,
Speedway Champion,5.506,6.08,41,,2011.0,1.5,2.0,4.0,10.0,10.0,8.0,,
Het Groot Van Dale Spel der Nederlandse Taal,5.506,5.84,35,,1995.0,1.33,2.0,6.0,30.0,30.0,14.0,,
Boy Scouts,5.506,5.93,31,,1912.0,1.0,2.0,5.0,45.0,45.0,6.0,,
Pixel Guardians,5.506,6.21,33,,2015.0,1.14,2.0,4.0,30.0,30.0,8.0,,
Stretch Run,5.506,5.8,93,,2004.0,1.17,2.0,6.0,30.0,60.0,8.0,,
Swordquest,5.506,5.98,37,,1979.0,2.0,1.0,3.0,90.0,90.0,12.0,Wargames,
Peach Snaps,5.506,6.16,35,,2019.0,1.0,2.0,8.0,10.0,20.0,6.0,,
¿Resiste Stalingrado?,5.506,5.95,43,,1984.0,2.78,2.0,4.0,,,12.0,Wargames,
Penny Rails,5.506,5.77,73,,2019.0,2.0,2.0,2.0,20.0,20.0,8.0,,
Hug Me,5.506,6.01,43,,2010.0,1.0,2.0,8.0,45.0,45.0,10.0,,
AirWar: Pacific!,5.506,6.13,49,,2006.0,1.3,2.0,2.0,45.0,45.0,10.0,Wargames,
Cluedo: Magnetic Pocket Edition,5.506,5.67,78,,1989.0,1.43,2.0,6.0,45.0,45.0,8.0,,
Jena,5.506,6.12,52,,1981.0,3.0,2.0,4.0,240.0,240.0,12.0,Wargames,
Cactus Throne: The Mexican War of 1862-1867,5.506,5.8,64,,2005.0,2.86,2.0,2.0,360.0,360.0,14.0,Wargames,
Dirty Money: The Money Laundering Game,5.506,6.08,32,,2021.0,0.0,2.0,5.0,30.0,45.0,12.0,,
Wild Pirates,5.506,5.62,143,,1989.0,1.25,3.0,5.0,30.0,45.0,8.0,,
wordXchange,5.506,5.72,83,,2000.0,1.6,2.0,4.0,30.0,30.0,10.0,,
The Big Fat Tomato Game,5.506,5.72,117,,2012.0,1.29,2.0,5.0,20.0,20.0,10.0,,
Sedma,5.506,6.02,31,,,1.67,2.0,4.0,,,,,
Roots: A Game of Inventing Words,5.506,6.03,41,,2015.0,1.33,3.0,5.0,30.0,30.0,12.0,,
The Construction Game,5.506,5.78,83,,1993.0,1.5,2.0,6.0,90.0,90.0,10.0,,
Docker,5.506,5.7,132,,2008.0,1.44,2.0,4.0,5.0,5.0,8.0,Abstract,
Lods 1914: Blitzkrieg in the East,5.506,5.83,64,,1984.0,2.38,2.0,2.0,120.0,120.0,12.0,Wargames,
Robot Face Race,5.506,5.73,116,13.73,1984.0,1.0,2.0,4.0,15.0,15.0,4.0,,
Scene It? Disney Second Edition,5.506,5.75,160,85.0,2007.0,1.0,2.0,12.0,45.0,45.0,6.0,Family,
Droids,5.506,5.65,86,,1991.0,2.43,1.0,4.0,60.0,60.0,12.0,,
3UP 3DOWN,5.506,5.79,79,,2016.0,1.33,2.0,6.0,3.0,15.0,7.0,,
Save the Whales,5.506,6.41,32,,1978.0,1.0,2.0,4.0,75.0,75.0,8.0,,
I'm Right You're Wrong,5.506,7.21,38,,2021.0,1.67,2.0,5.0,5.0,15.0,14.0,,
Dungeon Doors,5.506,6.54,35,,,0.0,3.0,6.0,30.0,60.0,,,
Ender's Game: Battle School,5.506,5.59,81,23.5,2013.0,2.0,2.0,2.0,30.0,45.0,15.0,Wargames,
Hair of the Dog,5.506,6.53,31,,2023.0,1.5,1.0,8.0,30.0,60.0,13.0,,
National Parks Get Wild,5.506,5.75,30,,2020.0,1.0,3.0,6.0,20.0,20.0,6.0,,
Ascension at Firepeak,5.506,6.03,35,,2001.0,1.33,2.0,5.0,45.0,45.0,10.0,,
Suspend Junior,5.506,5.77,39,13.79,2014.0,1.0,1.0,4.0,15.0,15.0,4.0,,
Bongo Kongo,5.506,5.88,33,,1989.0,1.25,2.0,4.0,10.0,10.0,5.0,Children's,
Evergreen,5.506,5.52,361,22.99,1999.0,1.86,2.0,6.0,20.0,30.0,12.0,,
Five Crowns Junior,5.506,5.96,35,,2013.0,1.0,2.0,6.0,30.0,30.0,5.0,,
Elixir,5.506,5.57,1174,,1997.0,1.47,3.0,8.0,60.0,60.0,10.0,Family,Party
Maask,5.506,5.79,45,,2004.0,1.13,2.0,6.0,10.0,10.0,6.0,,
Dino Duel,5.506,6.3,41,,2019.0,1.0,2.0,10.0,10.0,30.0,7.0,,
Space Station Assault,5.506,5.69,155,,2004.0,1.47,2.0,2.0,30.0,30.0,10.0,Wargames,
404: Law Not Found,5.506,5.78,119,,2013.0,2.29,2.0,6.0,60.0,60.0,12.0,Thematic,
Richthofen,5.506,5.95,41,,2002.0,1.44,2.0,2.0,,,10.0,Wargames,
NoNo,5.506,5.68,72,,2006.0,1.1,3.0,8.0,30.0,30.0,8.0,,
Wanted Wombat,5.506,5.91,39,,2022.0,1.0,2.0,5.0,1.0,15.0,6.0,,
The Great Dragon Race,5.506,6.05,49,,2016.0,1.0,2.0,4.0,25.0,45.0,8.0,,
Doorways to Adventure,5.506,5.82,50,,1986.0,1.33,2.0,6.0,60.0,60.0,10.0,,
Karibou Camp,5.506,5.86,45,,2016.0,1.0,3.0,7.0,20.0,20.0,8.0,,
Fantasi,5.506,5.75,46,,1989.0,1.0,3.0,12.0,45.0,45.0,10.0,,
Ghostbusters: The Card Game,5.506,5.74,85,24.98,2018.0,1.0,2.0,5.0,20.0,30.0,8.0,,
Black Death,5.506,5.72,140,,1993.0,1.85,2.0,6.0,120.0,120.0,,,
Hand aufs Herz,5.506,5.89,42,,2012.0,1.0,2.0,10.0,30.0,30.0,10.0,,
RYŪ,5.506,5.6,269,49.99,2015.0,1.6,2.0,5.0,45.0,45.0,14.0,,
antyszczepionkowcy.biz,5.506,6.17,66,,2019.0,1.67,2.0,4.0,15.0,45.0,13.0,,
Room Party: The Game!,5.506,5.86,41,,2014.0,1.0,2.0,5.0,30.0,45.0,13.0,,
Rollers,5.506,5.8,101,,2016.0,1.0,2.0,5.0,15.0,30.0,8.0,,
Time Management: The Time Management Game,5.506,5.53,116,,2016.0,2.0,1.0,4.0,30.0,30.0,13.0,,
Split,5.506,5.75,45,,2022.0,1.0,2.0,5.0,10.0,15.0,8.0,,
The Goblin King is Angry,5.506,6.4,33,,,2.33,2.0,6.0,45.0,90.0,14.0,,
Jurassic World: Rückkehr zur Isla Nublar,5.506,6.06,31,,2022.0,2.25,2.0,4.0,60.0,60.0,8.0,,
Megaman NT Warrior Trading Card Game,5.506,6.05,44,,2004.0,1.5,2.0,2.0,30.0,30.0,8.0,Customizable,
Do You Worship Cthulhu?,5.506,5.61,150,,2006.0,1.0,5.0,30.0,30.0,30.0,12.0,Party,
Würfel Kung Fu,5.506,5.88,48,,2014.0,1.0,2.0,4.0,10.0,10.0,6.0,,
Status Report!,5.506,5.91,38,,2018.0,2.33,3.0,7.0,10.0,20.0,13.0,,
Junta,5.506,5.87,37,,1975.0,1.0,2.0,2.0,30.0,30.0,8.0,Abstract,
Höchste Eisenbahn,5.506,5.76,43,,2012.0,1.0,2.0,6.0,10.0,10.0,5.0,,
Temple Antics,5.506,5.91,32,,2019.0,1.5,1.0,1.0,10.0,20.0,,,
Life Is Life,5.506,5.67,76,,2016.0,1.33,3.0,5.0,30.0,30.0,8.0,,
Chancellorsville,5.506,5.84,65,,1961.0,3.0,2.0,2.0,120.0,120.0,12.0,Wargames,
Squint Junior,5.506,5.94,52,,2004.0,1.0,3.0,8.0,20.0,20.0,8.0,Children's,
Banda,5.506,5.86,33,,1973.0,1.0,1.0,2.0,10.0,10.0,9.0,Abstract,
Dungeon Attack!,5.506,6.3,31,,2013.0,1.33,1.0,4.0,15.0,15.0,10.0,,
Heap,5.506,5.66,128,15.0,2012.0,1.89,2.0,4.0,30.0,30.0,10.0,,
People-Person!,5.506,7.67,34,,2014.0,2.33,2.0,6.0,30.0,30.0,13.0,Family,Thematic
Number Dinosaur,5.506,5.81,45,,2011.0,1.0,1.0,4.0,10.0,10.0,3.0,,
Trivial Pursuit: Tim Burton's The Nightmare Before Christmas Quick Play Collector's Edition,5.506,5.95,49,,2010.0,1.0,2.0,36.0,120.0,120.0,12.0,,
Black Hole,5.506,5.67,105,,1978.0,1.7,2.0,2.0,30.0,30.0,10.0,Wargames,
Sortie,5.506,5.81,52,,2007.0,1.5,2.0,6.0,20.0,20.0,8.0,Wargames,
F**k. The game,5.506,5.59,108,,2015.0,1.29,3.0,8.0,15.0,30.0,18.0,,
Gracias,5.506,5.55,218,,2005.0,1.21,3.0,6.0,45.0,45.0,9.0,Family,
Coppertwaddle,5.506,5.65,109,,2000.0,1.92,2.0,2.0,20.0,20.0,10.0,,
Raiders of the Lost Ark Game,5.506,5.81,43,,1981.0,1.2,2.0,6.0,30.0,30.0,8.0,,
Pan's Island,5.506,5.74,111,,2022.0,1.67,2.0,5.0,45.0,60.0,10.0,Children's,Thematic
Sorry! Card Revenge,5.506,5.78,109,,2004.0,1.17,2.0,4.0,15.0,15.0,6.0,,
Dice & Dragons,5.506,5.75,105,,2018.0,1.0,1.0,5.0,20.0,30.0,8.0,,
The Fastest Gun,5.506,5.74,71,,1973.0,1.0,2.0,4.0,45.0,45.0,10.0,,
The Village Crone,5.506,5.65,412,49.95,2015.0,2.5,1.0,6.0,90.0,90.0,13.0,Family,Thematic
Monopoly: The Nightmare Before Christmas,5.506,5.93,130,,2009.0,1.83,2.0,6.0,90.0,90.0,8.0,,
Disney Magic Kingdom Game,5.506,5.71,168,,2004.0,1.55,2.0,5.0,30.0,30.0,6.0,Children's,
nullern,5.506,5.77,52,,2013.0,1.67,2.0,7.0,,,8.0,,
Huntik: Secrets and Seekers Trading Card Game,5.506,6.35,51,,2009.0,1.82,1.0,2.0,30.0,30.0,8.0,Customizable,
ZigZag,5.506,5.83,34,,2005.0,1.4,2.0,2.0,30.0,30.0,8.0,Abstract,
Feed the Shoggoth!,5.506,6.63,35,,2015.0,1.75,3.0,6.0,30.0,60.0,14.0,,
Jask,5.506,6.11,35,,2010.0,1.67,2.0,4.0,,,8.0,,
Age of Empires: Expandable Card Game,5.506,6.0,128,,2000.0,3.14,2.0,4.0,120.0,360.0,12.0,Customizable,
Monopoly: Marvel Avengers,5.506,6.19,40,,2019.0,1.33,2.0,6.0,,,8.0,,
Friedland,5.506,5.96,34,,1992.0,2.0,2.0,2.0,2.0,2.0,10.0,Wargames,
Desktopia,5.506,5.9,35,,2013.0,1.5,1.0,4.0,10.0,10.0,7.0,Family,
Boxes,5.506,5.98,33,,2014.0,1.0,2.0,8.0,30.0,30.0,10.0,,
Fake Art Inc.,5.506,6.17,42,,2022.0,2.0,3.0,5.0,30.0,30.0,10.0,,
Suspicious,5.506,6.58,30,,2021.0,1.25,4.0,8.0,30.0,45.0,10.0,,
Napoleon's First Battles,5.506,5.72,75,,1993.0,2.23,2.0,2.0,180.0,180.0,12.0,Wargames,
Ponte Vecchio,5.506,5.8,88,,1996.0,2.25,3.0,5.0,90.0,90.0,12.0,,
Dragon Ball Z: Perfect Cell,5.506,5.7,104,,2018.0,1.33,1.0,4.0,30.0,45.0,14.0,,
Secret Tijuana Deathmatch,5.506,5.6,188,,2005.0,1.72,3.0,6.0,60.0,60.0,12.0,Thematic,
Squashed,5.506,5.72,49,,2013.0,1.0,2.0,4.0,5.0,10.0,6.0,Abstract,
The Black Rose,5.506,5.83,76,,2014.0,1.71,3.0,5.0,20.0,20.0,15.0,,
"Heaven, Here I Come!",5.506,6.02,38,,2021.0,2.0,5.0,10.0,10.0,20.0,12.0,,
Back to the Future: OUTATIME,5.506,5.7,142,,2016.0,1.0,2.0,6.0,15.0,15.0,8.0,,
Flying Pirates,5.506,5.78,42,,1990.0,1.4,2.0,2.0,10.0,10.0,5.0,Children's,
Gingerdead House,5.506,6.07,255,,2015.0,2.07,2.0,4.0,30.0,45.0,12.0,,
(May Cause) Side Effects,5.506,6.28,31,,2019.0,0.0,4.0,12.0,15.0,45.0,13.0,,
"Murder à la carte: Pasta, Passion & Pistols",5.506,5.89,37,,1995.0,2.0,6.0,8.0,180.0,180.0,18.0,,
Monster Diner,5.506,5.86,37,,2017.0,1.0,2.0,6.0,30.0,30.0,14.0,,
Knapp daneben,5.506,5.96,30,,2004.0,1.0,2.0,8.0,15.0,15.0,6.0,Children's,
Campaigns in the Valley,5.506,5.96,52,,1988.0,2.42,2.0,2.0,120.0,120.0,12.0,Wargames,
Indus,5.506,5.57,337,,2004.0,1.9,2.0,4.0,60.0,60.0,8.0,Family,Strategy
"Objective Nuremberg: 7 Days to the Rhine, Volume 1",5.506,6.28,37,,2020.0,2.83,1.0,2.0,120.0,240.0,,Wargames,
Olympians War,5.506,5.86,64,,2016.0,1.4,2.0,6.0,15.0,30.0,8.0,,
"The Battle for North Africa: War in the Desert, 1940-42",5.506,5.58,123,,1996.0,2.9,2.0,4.0,180.0,180.0,12.0,Wargames,
Rommel at Gazala,5.506,5.83,43,,1995.0,2.4,2.0,2.0,,,12.0,Wargames,
Stomp!,5.506,5.72,81,,1978.0,1.33,2.0,2.0,30.0,30.0,10.0,,
Cranium: Disney Family Edition,5.506,5.67,61,,2010.0,1.0,4.0,99.0,40.0,40.0,8.0,,
Nada!,5.506,5.55,329,,2013.0,1.04,2.0,4.0,10.0,10.0,7.0,Family,
Mirror Garden,5.506,6.33,66,,2019.0,1.6,2.0,4.0,15.0,15.0,7.0,,
Pyramide du Pharaon,5.506,6.03,35,,2010.0,1.0,2.0,6.0,20.0,20.0,7.0,,
Artefakt,5.505,5.65,74,,2011.0,1.25,2.0,4.0,30.0,30.0,10.0,,
Monster Lab Card Game,5.505,6.52,36,,2017.0,2.0,2.0,6.0,45.0,75.0,7.0,,
Scene It? Harry Potter Deluxe,5.505,6.1,45,49.95,2005.0,1.4,2.0,12.0,60.0,60.0,8.0,,
Mag-O-Mag,5.505,5.93,84,9.49,2017.0,1.0,2.0,4.0,30.0,30.0,8.0,,
Squillo: Bordello d'Oriente,5.505,5.84,67,,2013.0,1.67,2.0,6.0,50.0,50.0,18.0,,
Operation Cerberus: The Channel Dash,5.505,5.88,46,,2011.0,1.58,2.0,2.0,20.0,20.0,13.0,Wargames,
"Baton Rouge: Street Fighting in the Louisiana Capital, August 5, 1862",5.505,5.79,77,,1990.0,3.27,2.0,2.0,120.0,120.0,12.0,Wargames,
Absolutely Aces,5.505,5.7,54,,2018.0,1.0,2.0,2.0,10.0,10.0,,,
War Titans: Invaders Must Die!,5.505,9.23,57,,,2.75,1.0,4.0,60.0,120.0,13.0,,
1942,5.505,5.67,71,,1978.0,2.2,2.0,2.0,120.0,120.0,12.0,Wargames,
MasterIslands,5.505,5.89,55,,2015.0,1.5,2.0,4.0,10.0,15.0,7.0,,
Assassin's Creed: Arena,5.505,5.69,169,,2014.0,1.71,2.0,4.0,30.0,30.0,15.0,,
From Idiot to President,5.505,6.2,35,,2019.0,1.5,3.0,5.0,45.0,60.0,12.0,,
Skittykitts,5.505,6.13,85,,2012.0,1.0,2.0,4.0,10.0,10.0,13.0,,
Encounters,5.505,5.79,49,,1982.0,1.67,2.0,4.0,60.0,60.0,10.0,,
Winzul,5.505,5.75,36,,2020.0,2.0,2.0,4.0,60.0,180.0,10.0,,
The Plan,5.505,5.9,30,,2021.0,1.0,2.0,6.0,20.0,40.0,8.0,,
Strato Chess,5.505,5.86,32,,1973.0,3.33,2.0,2.0,,,,Abstract,
Hubbly Bubbly Brew,5.505,5.97,35,,2012.0,1.25,2.0,4.0,15.0,15.0,6.0,,
Balance of Power,5.505,5.74,35,,1979.0,1.0,2.0,2.0,30.0,30.0,10.0,Abstract,
Tangrams Competitive Party Game,5.505,5.76,34,,1930.0,1.0,1.0,6.0,30.0,30.0,,,
Seaside Frolics,5.505,5.93,35,,1986.0,1.33,2.0,6.0,45.0,45.0,7.0,,
Energi,5.505,5.93,34,,1978.0,1.5,2.0,4.0,60.0,60.0,,,
Verticality,5.505,5.8,35,,2016.0,1.0,2.0,6.0,5.0,10.0,5.0,,
Nitro Glyxerol,5.505,5.83,105,,2015.0,1.0,2.0,4.0,20.0,20.0,7.0,,
Boom Blast Stix,5.505,5.8,35,,2017.0,1.0,2.0,99.0,5.0,10.0,6.0,,
Bookmaker,5.505,6.0,46,,2012.0,1.75,3.0,9.0,45.0,45.0,12.0,,
Chebache,5.505,5.76,44,,1997.0,2.5,2.0,2.0,45.0,45.0,10.0,Abstract,
Cyberpunk 2077: Gangs of Night City,5.505,6.16,83,,2023.0,2.75,1.0,4.0,90.0,120.0,14.0,,
Der Prestel Schlossgarten,5.505,5.64,81,,2004.0,1.67,2.0,4.0,45.0,45.0,9.0,,
UNO: Jurassic World,5.505,5.85,30,,2017.0,0.0,2.0,10.0,30.0,30.0,7.0,,
Golf the Perfect Game,5.505,5.77,55,,1995.0,1.14,2.0,6.0,45.0,45.0,10.0,,
Frutti di Mare,5.505,5.79,88,,2009.0,1.0,2.0,6.0,20.0,20.0,6.0,Children's,
Wheel Of Fortune Deluxe,5.505,5.77,33,,1986.0,1.0,2.0,4.0,60.0,60.0,8.0,,
Alchemicus,5.505,6.1,78,,2009.0,2.17,2.0,4.0,60.0,60.0,12.0,Strategy,
Vault Assault,5.505,6.15,57,,2017.0,1.33,2.0,4.0,10.0,20.0,8.0,,
Aurimentic,5.505,5.87,113,,2016.0,2.8,2.0,4.0,45.0,90.0,12.0,,
Barnyard Bunch,5.505,5.86,59,,2019.0,1.0,2.0,4.0,5.0,15.0,4.0,Children's,
J'Accuse!,5.505,5.64,107,,2016.0,1.33,3.0,6.0,30.0,60.0,14.0,,
Ranglin' Rabbits,5.505,5.79,37,,2016.0,1.0,2.0,4.0,15.0,15.0,6.0,,
Acuity,5.505,5.84,38,,2010.0,1.33,2.0,20.0,10.0,10.0,6.0,,
Demon's Run,5.505,5.86,53,,1981.0,2.56,2.0,4.0,120.0,180.0,12.0,,
Monkey See Monkey Do,5.505,5.75,73,,2010.0,1.0,3.0,12.0,20.0,20.0,6.0,,
Shape Up,5.505,5.96,30,,2013.0,1.0,2.0,5.0,10.0,10.0,7.0,,
Shark Mania,5.505,5.69,134,,2014.0,1.0,2.0,4.0,5.0,5.0,6.0,,
MacGyver: The Escape Room Game,5.505,5.43,180,,2018.0,1.67,1.0,4.0,60.0,60.0,12.0,,
Tiles,5.505,5.82,32,,1995.0,1.0,2.0,3.0,30.0,30.0,8.0,Abstract,
Some Poles Apart: The Battle of the Westerplatte,5.505,5.79,87,,2007.0,1.63,2.0,2.0,30.0,30.0,12.0,Wargames,
Shadow Master,5.505,5.82,37,,2016.0,1.0,3.0,6.0,40.0,40.0,8.0,,
Tobynstein,5.505,6.23,77,,2007.0,1.5,3.0,6.0,20.0,20.0,10.0,,
The Warriors of Batak,5.505,5.87,47,,1982.0,2.0,2.0,2.0,90.0,90.0,12.0,Wargames,
Pacifist,5.505,5.94,31,,1984.0,1.0,3.0,6.0,60.0,60.0,,,
Color Clash,5.505,5.96,32,,2013.0,1.0,1.0,8.0,10.0,10.0,7.0,,
Banqi,5.505,6.04,39,,1970.0,1.57,2.0,2.0,15.0,15.0,10.0,Abstract,
Enkounter,5.505,5.69,54,,2006.0,2.0,1.0,3.0,15.0,15.0,6.0,Abstract,
Attack the Darkness,5.505,6.2,44,,2013.0,3.33,1.0,8.0,90.0,90.0,13.0,,
En tu casa o donde sea,5.505,5.96,33,,2016.0,1.0,4.0,7.0,30.0,50.0,18.0,,
Dwar7s Duel,5.505,5.61,164,,2019.0,2.0,2.0,2.0,30.0,30.0,13.0,,
Weapons & Warriors: Power Catapult Set,5.505,5.69,50,,1994.0,1.33,2.0,2.0,20.0,20.0,7.0,,
Okinawa: The Bloodiest Battle In The Pacific,5.505,5.89,49,,1986.0,2.86,2.0,2.0,180.0,180.0,12.0,Wargames,
Loaded Questions Party,5.505,5.93,50,15.47,2014.0,1.0,4.0,6.0,45.0,60.0,13.0,,
BEARanoia,5.505,5.77,68,,2015.0,1.14,3.0,15.0,1.0,1.0,,,
Migration: Mars,5.505,5.82,126,,2020.0,2.18,2.0,4.0,60.0,120.0,12.0,,
Compañeros,5.505,5.83,53,,2011.0,1.5,3.0,6.0,20.0,20.0,10.0,,
Suppenkasper,5.505,5.62,113,,1987.0,1.7,3.0,6.0,60.0,60.0,8.0,,
Thumbs Up!,5.505,5.75,132,,2015.0,1.0,2.0,6.0,10.0,10.0,6.0,,
Mapominoes: United Kingdom,5.505,5.54,48,,2011.0,1.0,2.0,5.0,20.0,20.0,8.0,,
Buy The Rights,5.505,6.47,45,,2016.0,1.5,3.0,10.0,30.0,60.0,14.0,,
Marvel Contest of Champions: Battlerealm,5.505,5.71,84,40.95,2018.0,2.0,3.0,6.0,30.0,45.0,12.0,,
Montanara,5.505,5.59,67,,2005.0,1.71,2.0,2.0,20.0,20.0,10.0,,
Nosey Neighbor Card Game,5.505,5.69,144,,1981.0,1.08,2.0,6.0,20.0,20.0,7.0,Children's,
Rio Grande,5.505,5.71,58,,2009.0,1.4,2.0,5.0,30.0,30.0,10.0,,
Batman: Poker gegen Joker,5.505,5.89,33,,1989.0,1.67,2.0,2.0,20.0,20.0,9.0,,
Kakerlakentanz,5.505,5.64,85,,2014.0,1.0,2.0,6.0,10.0,20.0,6.0,,
Soft Underbelly: The War in Southern Italy 1943,5.505,6.06,34,,2010.0,3.25,1.0,2.0,240.0,240.0,10.0,Wargames,
"Guardians of the Galaxy, Vol. 2: Gear Up and Rock Out! An Awesome Mix Card Game",5.505,6.04,35,,2017.0,1.0,3.0,8.0,,,8.0,,
Desperados,5.505,5.76,55,,2004.0,1.71,3.0,5.0,30.0,30.0,12.0,,
Scrabble: Harry Potter Edition,5.505,5.83,63,,2016.0,1.75,2.0,4.0,60.0,90.0,10.0,,
Quest for the Auburn Pelt: A PageQuest Game,5.505,6.14,40,,1997.0,1.75,1.0,1.0,15.0,15.0,,,
Do Not Forsake Me (Oh My Darling),5.505,5.91,35,,2015.0,1.25,1.0,1.0,30.0,30.0,10.0,,
Steam Tunnel,5.505,5.6,157,,2003.0,1.53,2.0,5.0,30.0,30.0,10.0,Abstract,
Foto-Electric Football,5.505,5.96,46,,1941.0,1.11,2.0,2.0,,,8.0,,
Make 7,5.505,5.75,48,,1994.0,1.67,2.0,2.0,20.0,20.0,7.0,Abstract,
Trivial Pursuit: Game Show,5.505,5.84,32,,1993.0,1.0,3.0,6.0,30.0,30.0,,,
Gelatinous,5.505,5.76,40,,2020.0,0.0,3.0,6.0,20.0,20.0,,,
Conflicting Legends (Second Edition),5.505,5.68,55,,2019.0,1.5,3.0,6.0,30.0,30.0,14.0,,
Dino Battle,5.505,5.84,45,,2018.0,1.4,2.0,5.0,15.0,30.0,8.0,,
Monopoly: Game of Thrones,5.505,5.66,190,33.98,2018.0,1.33,2.0,6.0,,,,,
Evolution: Random Mutations,5.505,5.87,92,,2013.0,1.57,2.0,4.0,55.0,55.0,12.0,,
Screwball Scramble,5.505,5.61,377,,1979.0,1.31,1.0,1.0,20.0,20.0,5.0,Children's,
Greece Lightning,5.505,6.2,34,,2021.0,1.0,2.0,4.0,45.0,60.0,12.0,,
